date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:09:43	19343/19343	---MCZ	200	added ('OK')	text/html	etag:W/%224b8f-t8hxBatzpEVjEQ3fq6vYgr1sRoo%22	https://www.desmos.com/calculator	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculator.html	(from )
10:09:43	11194/11194	---M--	200	added ('OK')	image/png	etag:%226544c6fcdff3adabd9afc21a0c540640%22	https://s3.amazonaws.com/desmos/img/calc_thumb.png	C:/Users/School/Downloads/Desmos/Desmos/s3.amazonaws.com/desmos/img/calc_thumb.png	(from https://www.desmos.com/calculator)
10:09:44	19378/19378	---MCZ	200	added ('OK')	text/html	etag:W/%224bb2-iAS0ZVYBX0PNOyUWYgn2FYNonIQ%22	https://www.desmos.com/calculator?lang=de	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculator3322.html	(from https://www.desmos.com/calculator)
10:09:44	19418/19418	---MCZ	200	added ('OK')	text/html	etag:W/%224bda-Q/tZYpgszH4wTr/BKixjVhADaTA%22	https://www.desmos.com/calculator?lang=es	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculatorc69a.html	(from https://www.desmos.com/calculator)
10:09:44	19397/19397	---MCZ	200	added ('OK')	text/html	etag:W/%224bc5-ydyLfVRuyRiI7YTjPp6pPridqI0%22	https://www.desmos.com/calculator?lang=et	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculator91b9.html	(from https://www.desmos.com/calculator)
10:09:44	19418/19418	---MCZ	200	added ('OK')	text/html	etag:W/%224bda-R+F7/GazNtGB0lRpRDWlbfvsZ9E%22	https://www.desmos.com/calculator?lang=fr	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculatore68f.html	(from https://www.desmos.com/calculator)
10:09:45	19391/19391	---MCZ	200	added ('OK')	text/html	etag:W/%224bbf-LsuAWIcSvZSvqEamg/YQ28YrUzI%22	https://www.desmos.com/calculator?lang=id	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculator9bb4.html	(from https://www.desmos.com/calculator)
10:09:45	19386/19386	---MCZ	200	added ('OK')	text/html	etag:W/%224bba-EAKh7BIKB9mYb5VXpIuddT6FPx0%22	https://www.desmos.com/calculator?lang=it	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculatorcf53.html	(from https://www.desmos.com/calculator)
10:09:45	19439/19439	---MCZ	200	added ('OK')	text/html	etag:W/%224bef-8RUcByVVPzN1hVuEdjJZzR8ByS8%22	https://www.desmos.com/calculator?lang=ja	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculatorc9e6.html	(from https://www.desmos.com/calculator)
10:09:45	19481/19481	---MCZ	200	added ('OK')	text/html	etag:W/%224c19-Hjk2BRvxfwNb8S9vh3D8R+mw6u8%22	https://www.desmos.com/calculator?lang=ko	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculator7542.html	(from https://www.desmos.com/calculator)
10:09:45	19409/19409	---MCZ	200	added ('OK')	text/html	etag:W/%224bd1-0M/R4ClNRdRU3vcb3C2wFajhbQI%22	https://www.desmos.com/calculator?lang=nl	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculatorcdb1.html	(from https://www.desmos.com/calculator)
10:09:46	19422/19422	---MCZ	200	added ('OK')	text/html	etag:W/%224bde-Oc8jhsBbj/VNgGlaPo7GJvygT8A%22	https://www.desmos.com/calculator?lang=pl	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculator6bf8.html	(from https://www.desmos.com/calculator)
10:09:46	19412/19412	---MCZ	200	added ('OK')	text/html	etag:W/%224bd4-5xzcJytDHxBWw17Mej6g4COFjTk%22	https://www.desmos.com/calculator?lang=pt-BR	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculator045b.html	(from https://www.desmos.com/calculator)
10:09:46	19653/19653	---MCZ	200	added ('OK')	text/html	etag:W/%224cc5-VwQ3XgeUX5oY7NhD5zvoOpf4cfU%22	https://www.desmos.com/calculator?lang=ru	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculator2139.html	(from https://www.desmos.com/calculator)
10:09:46	19338/19338	---MCZ	200	added ('OK')	text/html	etag:W/%224b8a-ym2ROBesOT+pNPaiybRbXTWuZl0%22	https://www.desmos.com/calculator?lang=sv-SE	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculator981f.html	(from https://www.desmos.com/calculator)
10:09:46	19710/19710	---MCZ	200	added ('OK')	text/html	etag:W/%224cfe-j40EJ6bW5NO/1V7+z6ZpchyDKt0%22	https://www.desmos.com/calculator?lang=th	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculatorcc5a.html	(from https://www.desmos.com/calculator)
10:09:47	19429/19429	---MCZ	200	added ('OK')	text/html	etag:W/%224be5-NMewIngsMBHzIPXP7x9LBCb0Xus%22	https://www.desmos.com/calculator?lang=tr	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculator2296.html	(from https://www.desmos.com/calculator)
10:09:47	19644/19644	---MCZ	200	added ('OK')	text/html	etag:W/%224cbc-cADrNMXYwGiMGqZN62S2GWz9E3Q%22	https://www.desmos.com/calculator?lang=uk	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculator9277.html	(from https://www.desmos.com/calculator)
10:09:47	19481/19481	---MCZ	200	added ('OK')	text/html	etag:W/%224c19-jvptMWtrwlkYU4gpqyBg29vEB5o%22	https://www.desmos.com/calculator?lang=vi	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculatore034.html	(from https://www.desmos.com/calculator)
10:09:47	19559/19559	---MCZ	200	added ('OK')	text/html	etag:W/%224c67-RpZEnhF3/1IVIvEaG0Gm2B7Z48c%22	https://www.desmos.com/calculator?lang=zh-CN	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculatorc425.html	(from https://www.desmos.com/calculator)
10:09:48	19363/19363	---MCZ	200	added ('OK')	text/html	etag:W/%224ba3-2XWo+8hosD0QdHE38Ub29ykjVzI%22	https://www.desmos.com/calculator?lang=zh-TW	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/calculatorabd4.html	(from https://www.desmos.com/calculator)
10:09:48	575745/575745	---MCZ	200	added ('OK')	text/css	etag:W/%22f7fafdfa63701d05861729dab58abf88%22	https://www.desmos.com/assets/build/calculator_desktop-bb561d8c9cf36cd38d02c3fa6b2f483e89ff263a.css	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/assets/build/calculator_desktop-bb561d8c9cf36cd38d02c3fa6b2f483e89ff263a.css	(from https://www.desmos.com/calculator)
10:09:48	2496/2496	---M--	200	added ('OK')	image/png	etag:%225f6bd947-9c0%22	https://www.desmos.com/assets/img/apple-touch-icon-precomposed.png	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/assets/img/apple-touch-icon-precomposed.png	(from https://www.desmos.com/calculator)
10:09:48	3347/3347	---M--	200	added ('OK')	image/png	etag:%225f6bd947-d13%22	https://www.desmos.com/assets/img/apple-touch-icon-72x72-precomposed.png	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/assets/img/apple-touch-icon-72x72-precomposed.png	(from https://www.desmos.com/calculator)
10:09:48	3653/3653	---M--	200	added ('OK')	image/png	etag:%225f6bd947-e45%22	https://www.desmos.com/assets/img/apple-touch-icon-76x76-precomposed.png	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/assets/img/apple-touch-icon-76x76-precomposed.png	(from https://www.desmos.com/calculator)
10:09:49	7291/7291	---M--	200	added ('OK')	image/png	etag:%225f6bd947-1c7b%22	https://www.desmos.com/assets/img/apple-touch-icon-114x114-precomposed.png	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/assets/img/apple-touch-icon-114x114-precomposed.png	(from https://www.desmos.com/calculator)
10:09:49	7220/7220	---M--	200	added ('OK')	image/png	etag:%225f6bd947-1c34%22	https://www.desmos.com/assets/img/apple-touch-icon-120x120-precomposed.png	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/assets/img/apple-touch-icon-120x120-precomposed.png	(from https://www.desmos.com/calculator)
10:09:49	8151/8151	---M--	200	added ('OK')	image/png	etag:%225f6bd947-1fd7%22	https://www.desmos.com/assets/img/apple-touch-icon-144x144-precomposed.png	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/assets/img/apple-touch-icon-144x144-precomposed.png	(from https://www.desmos.com/calculator)
10:09:49	10565/10565	---M--	200	added ('OK')	image/png	etag:%225f6bd947-2945%22	https://www.desmos.com/assets/img/apple-touch-icon-152x152-precomposed.png	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/assets/img/apple-touch-icon-152x152-precomposed.png	(from https://www.desmos.com/calculator)
10:09:50	8974/8974	---M--	200	added ('OK')	image/png	etag:%225f6bd947-230e%22	https://www.desmos.com/assets/img/apple-touch-icon-180x180-precomposed.png	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/assets/img/apple-touch-icon-180x180-precomposed.png	(from https://www.desmos.com/calculator)
10:09:50	9540/9540	---M--	200	added ('OK')	image/png	etag:%225f6bd947-2544%22	https://www.desmos.com/assets/img/touch-icon-192x192.png	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/assets/img/touch-icon-192x192.png	(from https://www.desmos.com/calculator)
10:09:50	34494/34494	---M--	200	added ('OK')	image/x-icon	etag:%225f6bd947-86be%22	https://www.desmos.com/favicon.ico	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/favicon.ico	(from https://www.desmos.com/calculator)
10:09:51	3080769/3080769	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e1957735dbbe5fd40f2e82978a80b2d6%22	https://www.desmos.com/assets/build/calculator_desktop-bce49931909b9ee95fd68fd8858d6d91c39cb603.js	C:/Users/School/Downloads/Desmos/Desmos/www.desmos.com/assets/build/calculator_desktop-bce49931909b9ee95fd68fd8858d6d91c39cb603.js	(from https://www.desmos.com/calculator)
